Connected to si7005
1419103999912,19.125
1419104000912,19.15625
1419104001915,19.125
1419104002914,19.125
1419104003912,19.125
1419104004935,19.09375
1419104005968,19.125
1419104006921,19.09375
1419104007908,19.125
1419104008912,19.125
1419104009911,19.125
1419104010911,19.125
1419104011911,19.09375
1419104012911,19.125
1419104013911,19.09375
1419104014911,19.125
1419104015911,19.0625
1419104016911,19.125
1419104017911,19.09375
1419104018912,19.0625
1419104019911,19.0625
1419104020911,19.0625
1419104021911,19.0625
1419104022911,19.0625
1419104023913,19.0625
1419104024911,19.03125
1419104025917,19.0625
1419104026909,19.0625
1419104027909,19.0625
1419104028911,19.03125
1419104029911,19.0625
1419104030913,19.0625
1419104031917,19.0625
1419104032912,19.03125
1419104033910,19.03125
1419104034949,19.03125
1419104035981,19
1419104036987,19.03125
1419104037978,19
1419104038935,19
1419104039927,19.03125
1419104040912,19
1419104041911,18.96875
1419104042911,19
1419104043911,19
1419104044911,18.96875
1419104045911,18.96875
1419104046911,18.96875
1419104047911,18.96875
1419104048911,18.96875
1419104049911,19
1419104050911,19
1419104051911,18.96875
1419104052911,18.96875
1419104053911,18.96875
1419104054911,18.96875
1419104055916,18.9375
1419104056918,18.96875
1419104057916,18.9375
1419104058911,18.9375
1419104059911,18.9375
1419104060913,18.9375
1419104061915,18.9375
1419104062911,18.9375
1419104063910,18.9375
1419104064969,18.9375
1419104065986,18.90625
1419104066979,18.875
1419104067965,18.90625
1419104068928,18.875
1419104069910,18.875
1419104070912,18.84375
1419104071911,18.875
1419104072911,18.84375
1419104073911,18.84375
1419104074911,18.8125
1419104075911,18.84375
1419104076911,18.8125
1419104077911,18.84375
1419104078911,18.8125
1419104079911,18.84375
1419104080911,18.8125
1419104081911,18.8125
1419104082911,18.8125
1419104083911,18.78125
1419104084911,18.78125
1419104085909,18.75
1419104086917,18.75
1419104087916,18.75
1419104088911,18.78125
1419104089911,18.78125
1419104090913,18.78125
1419104091915,18.75
1419104092911,18.75
1419104093910,18.75
1419104094968,18.71875
1419104095981,18.71875
1419104096983,18.71875
1419104097964,18.71875
1419104098930,18.71875
1419104099910,18.71875
1419104100911,18.6875
1419104101911,18.65625
1419104102911,18.6875
1419104103911,18.6875
1419104104911,18.6875
1419104105911,18.6875
1419104106911,18.65625
1419104107911,18.65625
1419104108911,18.65625
1419104109911,18.65625
1419104110911,18.65625
1419104111911,18.625
1419104112911,18.625
1419104113911,18.625
1419104114911,18.59375
1419104115909,18.5625
1419104116909,18.59375
1419104117916,18.59375
1419104118911,18.59375
1419104119910,18.5625
1419104120914,18.5625
1419104121913,18.5625
1419104122911,18.53125
1419104123928,18.53125
1419104124963,18.5625
1419104125980,18.5625
1419104126977,18.5
1419104127969,18.5
1419104128928,18.53125
1419104129922,18.53125
1419104130911,18.5
1419104131911,18.46875
1419104132911,18.46875
1419104133911,18.46875
1419104134911,18.4375
1419104135911,18.4375
1419104136911,18.46875
1419104137911,18.40625
1419104138911,18.40625
1419104139911,18.4375
1419104140911,18.40625
1419104141911,18.40625
1419104142911,18.40625
1419104143911,18.40625
1419104144913,18.375
1419104145910,18.34375
1419104146916,18.34375
1419104147918,18.34375
1419104148911,18.3125
1419104149910,18.34375
1419104150915,18.3125
1419104151912,18.34375
1419104152911,18.3125
1419104153939,18.3125
1419104154986,18.3125
1419104155979,18.3125
1419104156973,18.28125
1419104157949,18.28125
1419104158927,18.25
1419104159911,18.25
1419104160911,18.25
1419104161911,18.21875
1419104162911,18.25
1419104163911,18.21875
1419104164911,18.21875
1419104165911,18.21875
1419104166911,18.21875
1419104167911,18.21875
1419104168911,18.21875
1419104169911,18.15625
1419104170911,18.1875
1419104171911,18.15625
1419104172911,18.15625
1419104173911,18.1875
1419104174917,18.15625
1419104175917,18.125
1419104176916,18.15625
1419104177911,18.1875
1419104178911,18.125
1419104179913,18.125
1419104180914,18.09375
1419104181911,18.125
1419104182928,18.09375
1419104183965,18.09375
1419104184980,18.09375
1419104185977,18.09375
1419104186969,18.09375
1419104187925,18.0625
1419104188919,18.0625
1419104189911,18.0625
1419104190911,18.0625
1419104191911,18.09375
1419104192911,18.03125
1419104193911,18.03125
1419104194911,18
1419104195911,18
1419104196911,18.03125
1419104197911,18
1419104198911,18
1419104199911,17.96875
1419104200911,18
1419104201911,18
1419104202911,18
1419104203914,17.96875
1419104204909,18
1419104205916,17.96875
1419104206910,17.9375
1419104207911,17.96875
1419104208911,17.9375
1419104209916,17.9375
1419104210912,17.9375
1419104211911,17.90625
1419104212940,17.90625
1419104213981,17.9375
1419104214984,17.90625
1419104215972,17.9375
1419104216946,17.90625
1419104217927,17.90625
1419104218911,17.875
1419104219911,17.84375
1419104220911,17.875
1419104221911,17.84375
1419104222911,17.875
1419104223911,17.84375
1419104224911,17.84375
1419104225911,17.84375
1419104226911,17.8125
1419104227911,17.8125
1419104228911,17.78125
1419104229911,17.84375
1419104230911,17.78125
1419104231911,17.78125
1419104232911,17.78125
1419104233916,17.78125
1419104234917,17.78125
1419104235916,17.75
1419104236910,17.78125
1419104237911,17.71875
1419104238913,17.75
1419104239914,17.6875
1419104240911,17.71875
1419104241925,17.6875
1419104242961,17.71875
1419104243980,17.71875
1419104244978,17.65625
1419104245969,17.59375
1419104246926,17.625
1419104247909,17.625
1419104248911,17.625
1419104249911,17.59375
1419104250911,17.5625
1419104251911,17.5625
1419104252911,17.5625
1419104253911,17.5625
1419104254911,17.53125
1419104255911,17.5
1419104256911,17.5
1419104257911,17.5
1419104258911,17.46875
1419104259911,17.46875
1419104260911,17.46875
1419104261911,17.5
1419104262911,17.4375
1419104263910,17.4375
1419104264917,17.4375
1419104265917,17.4375
1419104266911,17.4375
1419104267910,17.40625
1419104268914,17.4375
1419104269913,17.375
1419104270911,17.40625
1419104271938,17.40625
1419104272976,17.375
1419104273979,17.375
1419104274980,17.34375
1419104275960,17.375
1419104276927,17.375
1419104277911,17.34375
1419104278911,17.3125
1419104279911,17.3125
1419104280911,17.3125
1419104281911,17.3125
1419104282911,17.25
1419104283911,17.25
1419104284911,17.21875
1419104285911,17.1875
1419104286911,17.21875
1419104287911,17.15625
1419104288911,17.15625
1419104289911,17.1875
1419104290911,17.1875
1419104291911,17.15625
1419104292916,17.15625
1419104293918,17.1875
1419104294916,17.1875
1419104295911,17.15625
1419104296911,17.15625
1419104297912,17.125
1419104298915,17.125
1419104299911,17.125
1419104300910,17.09375
1419104301971,17.0625
1419104302985,17.0625
1419104303977,17.09375
1419104304964,17.09375
1419104305931,17.0625
1419104306909,17.0625
1419104307911,17.03125
1419104308911,17.03125
1419104309911,17.03125
1419104310911,16.96875
1419104311911,17
1419104312911,16.96875
1419104313911,16.96875
1419104314911,16.9375
1419104315911,16.90625
1419104316911,16.90625
1419104317911,16.90625
1419104318911,16.90625
1419104319911,16.875
1419104320911,16.875
1419104321912,16.84375
1419104322910,16.84375
1419104323916,16.8125
1419104324917,16.84375
1419104325911,16.8125
1419104326910,16.8125
1419104327915,16.78125
1419104328912,16.78125
1419104329912,16.75
1419104330934,16.75
1419104331980,16.71875
1419104332978,16.6875
1419104333978,16.71875
1419104334952,16.75
1419104335927,16.71875
1419104336912,16.6875
1419104337911,16.65625
1419104338911,16.65625
1419104339911,16.625
1419104340911,16.625
1419104341911,16.5625
1419104342911,16.65625
1419104343911,16.59375
1419104344911,16.625
1419104345911,16.5625
1419104346911,16.5625
1419104347911,16.5
1419104348911,16.5625
1419104349911,16.53125
1419104350911,16.53125
1419104351916,16.5
1419104352917,16.5
1419104353916,16.46875
1419104354911,16.4375
1419104355911,16.40625
1419104356913,16.40625
1419104357914,16.4375
1419104358911,16.40625
1419104359910,16.375
1419104360976,16.375
1419104361986,16.34375
1419104362978,16.3125
1419104363964,16.34375
1419104364934,16.3125
1419104365924,16.3125
1419104366911,16.34375
1419104367911,16.28125
1419104368911,16.25
1419104369911,16.25
1419104370911,16.25
1419104371911,16.25
1419104372911,16.21875
1419104373911,16.1875
1419104374911,16.1875
1419104375911,16.15625
1419104376911,16.1875
1419104377911,16.125
1419104378911,16.125
1419104379911,16.09375
1419104380914,16.09375
1419104381918,16.09375
1419104382916,16.09375
1419104383911,16.0625
1419104384910,16.03125
1419104385912,16.03125
1419104386916,16
1419104387911,15.9375
1419104388910,15.9375
1419104389932,15.9375
1419104390986,15.9375
1419104391979,15.90625
1419104392972,15.84375
1419104393945,15.84375
1419104394926,15.84375
1419104395911,15.8125
1419104396911,15.8125
